ID,filename,listno,runno,onset,length,item,category,displayed,response,RT,question onset,para,counter,listcheck,runcheck
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run1_data.csv,2.0,1.0,192.0000,8.0,45.0,nonjoke,"She is so modest, she pulls down the shade to change her jacket.",1,0.716702938079834,198.00011801719663,1.0,1.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run1_data.csv,2.0,1.0,200.0000,8.0,68.0,joke,She always told girls not to look for a husband but just to date bachelors.,1,0.7834169864654541,206.0011169910431,1.0,1.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run1_data.csv,2.0,1.0,212.0000,8.0,85.0,nonjoke,"Frequent naps prevent old age, especially when taken while relaxed.",1,1.2168500423431396,218.0025629997253,1.0,1.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run1_data.csv,2.0,1.0,226.0000,8.0,9.0,nonjoke,"I asked the woman at the party if she remembered me from last year, and she said she never forgets a name.",1,0.5667779445648193,232.00428414344788,1.0,1.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run1_data.csv,2.0,1.0,234.0000,8.0,123.0,nonjoke,Too many girls believe that the chief foundation for true love is a large fortune.,2,0.9333741664886475,240.00531697273254,1.0,1.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run1_data.csv,2.0,1.0,242.0000,8.0,48.0,joke,"The new tax forms are more realistic: where your wife signs, it says ""accomplice"".",1,0.6334450244903564,248.00631499290463,1.0,1.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run1_data.csv,2.0,1.0,250.0000,8.0,116.0,joke,Autobiography is an unrivaled vehicle for telling the truth about others.,NA,NA,256.00734210014343,1.0,1.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run1_data.csv,2.0,1.0,270.0000,8.0,141.0,nonjoke,The only crop that is grown in America and harvested abroad is the American tobacco.,2,0.7333788871765137,276.009847164154,1.0,1.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run1_data.csv,2.0,1.0,278.0000,8.0,36.0,joke,A problem drinker is one who never buys.,1,0.6666619777679443,284.0108511447906,1.0,1.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run1_data.csv,2.0,1.0,288.0000,8.0,80.0,joke,He says he doesn't like to drink because it makes him feel happy.,2,0.8667359352111816,294.0121140480041,1.0,1.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run1_data.csv,2.0,1.0,310.0000,8.0,87.0,nonjoke,"It's always nicer to give than to receive, especially when its your parents.",1,1.1001660823822021,316.0148160457611,1.0,1.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run1_data.csv,2.0,1.0,322.0000,8.0,108.0,joke,Everyone had so much fun diving from the tree into the swimming pool we decided to put in a little water.,2,0.5667500495910645,328.01632595062256,1.0,1.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run1_data.csv,2.0,1.0,332.0000,8.0,139.0,nonjoke,They redecorated the bar with new wood.,1,0.5167551040649414,338.00090694427485,1.0,1.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run1_data.csv,2.0,1.0,342.0000,8.0,132.0,joke,The last time a guy in a mask took all my money I was in surgery.,3,0.5167410373687744,348.00218200683594,1.0,1.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run1_data.csv,2.0,1.0,354.0000,8.0,65.0,nonjoke,A good way to blow your mind is to smoke heroin.,1,1.3668160438537598,360.0036771297455,1.0,1.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run1_data.csv,2.0,1.0,364.0000,8.0,46.0,joke,Arguments between couples are healthy; sometimes they even prevent marriage.,3,0.9834191799163818,370.0049359798432,1.0,1.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run1_data.csv,2.0,1.0,374.0000,8.0,16.0,joke,Many a man's idea of a vacation is to rest quietly in the shade of a blonde.,4,0.7500388622283936,380.00619411468506,1.0,1.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run1_data.csv,2.0,1.0,386.0000,8.0,126.0,joke,My husband took the money we were saving to buy a new car and blew it all at the laundry.,1,0.7334611415863037,392.0076279640198,1.0,1.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run1_data.csv,2.0,1.0,394.0000,8.0,30.0,joke,Nothing you put in a banana split is as potentially fattening as the spoon.,2,0.9668121337890625,400.0086359977722,1.0,1.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run1_data.csv,2.0,1.0,402.0000,8.0,55.0,nonjoke,His wife sued for divorce and asked for custody of the cat.,1,0.45006394386291504,408.0096371173858,1.0,1.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run1_data.csv,2.0,1.0,418.0000,8.0,91.0,nonjoke,"If there's one thing that counts in business, its resources.",1,0.4999699592590332,424.0116550922394,1.0,1.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run1_data.csv,2.0,1.0,432.0000,8.0,105.0,nonjoke,The book that tells you where you can go on vacation is called a guidebook.,1,0.6334419250488281,438.0134091377258,1.0,1.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run1_data.csv,2.0,1.0,444.0000,8.0,134.0,joke,My church welcomes all denominations but prefers twenties.,3,0.4667329788208008,450.01493000984186,1.0,1.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run1_data.csv,2.0,1.0,452.0000,8.0,145.0,nonjoke,The only person who sticks closer to you in adversity than a friend is a spouse.,1,0.5833530426025391,458.0159311294556,1.0,1.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run1_data.csv,2.0,1.0,460.0000,8.0,106.0,joke,"Every time I wear my spring coat in the rain, it damages the springs.",3,1.3501498699188232,466.0002660751343,1.0,1.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run1_data.csv,2.0,1.0,468.0000,8.0,67.0,nonjoke,The most prevalent form of legalized gambling is betting.,1,0.6667449474334717,474.0012030601502,1.0,1.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run1_data.csv,2.0,1.0,478.0000,8.0,71.0,nonjoke,Save the whales; start a coalition.,1,0.4834918975830078,484.0023820400238,1.0,1.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run1_data.csv,2.0,1.0,486.0000,8.0,138.0,joke,Modern science is amazing: garbage is now being made into movies.,3,0.4666428565979004,492.0034601688385,1.0,1.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run1_data.csv,2.0,1.0,498.0000,8.0,156.0,joke,The only ones who want me for my body are mosquitos.,3,0.5000431537628174,504.0050029754639,1.0,1.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run1_data.csv,2.0,1.0,506.0000,8.0,33.0,nonjoke,Some people think courtship is the first in a series of steps leading to romance.,1,0.6334309577941895,512.0059840679169,1.0,1.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run1_data.csv,2.0,1.0,516.0000,8.0,153.0,nonjoke,The husband who catches his wife in the act is probably on the snoop.,1,0.516758918762207,522.0072350502013,1.0,1.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run1_data.csv,2.0,1.0,526.0000,8.0,151.0,nonjoke,One good turn gets most of the profit.,1,0.45000696182250977,532.0084991455078,1.0,1.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run1_data.csv,2.0,1.0,534.0000,8.0,23.0,nonjoke,The curse of heavy drinking is that afterwards you get a huge headache.,1,0.48334383964538574,540.0095081329347,1.0,1.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run1_data.csv,2.0,1.0,544.0000,8.0,4.0,joke,I knew a streetwalker who was so exclusive she had an unlisted telephone booth.,2,1.1335151195526123,550.0106949806213,1.0,1.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run1_data.csv,2.0,1.0,554.0000,8.0,10.0,joke,Nothing in the known universe travels faster than gossip.,2,0.6000990867614746,560.0119459629059,1.0,1.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,0.0000,8.0,39.0,nonjoke,The best way to remove coffee stains from a white blouse is with detergent.,1,0.5168318748474121,6.0094361305236825,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,8.0000,8.0,124.0,joke,"I've got Parkinson's disease, and he's got mine.",3,0.46669697761535645,14.010538101196287,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,18.0000,8.0,112.0,joke,The art museum just acquired an early Rembrandt; it's done in Crayola.,2,0.9000639915466309,24.011783123016357,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,26.0000,8.0,17.0,nonjoke,A committee keeps minutes and takes votes.,1,0.5000109672546387,32.012782096862786,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,34.0000,8.0,54.0,joke,The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little finding.,3,0.7167818546295166,40.013718128204346,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,42.0000,8.0,31.0,nonjoke,"He told her he wasn't himself, and she said she'd noticed the problem.",1,1.2502100467681885,48.01471304893494,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,52.0000,8.0,115.0,nonjoke,"In the game of golf, nothing counts as much as your drives.",1,0.5000739097595215,58.01598811149597,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,62.0000,8.0,127.0,nonjoke,The penalty for dishonesty is the disgrace of dying unloved.,2,1.5001671314239502,68.00058007240295,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,72.0000,8.0,38.0,joke,This fall two things are turning yellow: trees and investors.,2,0.5667579174041748,78.0018332004547,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,82.0000,8.0,143.0,nonjoke,Most of the people running for office are not politicians; they're candidates.,1,0.5167429447174072,88.00309109687805,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,90.0000,8.0,133.0,nonjoke,He likes to make things around the house; this week it's the shelves.,1,0.6166961193084717,96.00409007072449,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,100.0000,8.0,147.0,nonjoke,"When we got divorced, my wife and I split the house; she got the kitchen.",4,0.5500020980834961,106.005362033844,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,108.0000,8.0,94.0,joke,"To get something done, a committee should consist of no more than three people, two of whom are dead.",4,1.133450984954834,114.00635814666748,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,122.0000,8.0,3.0,nonjoke,A thoughtful wife has pork chops ready when her husband comes home from working.,1,0.5341799259185791,128.00810313224792,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,138.0000,8.0,95.0,nonjoke,He was teaching his girlfriend how to swim when the lifeguard made them move to the shallows.,1,0.6667861938476562,144.01005697250366,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,146.0000,8.0,8.0,joke,Last Thanksgiving my wife spent all morning in the kitchen stuffing the kids.,3,0.7834570407867432,152.01106905937198,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,154.0000,8.0,78.0,joke,My brother-in-law enjoys fixing things around the house so much he spent an hour last night just fixing our drinks.,2,1.3167519569396973,160.01206612586975,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,168.0000,8.0,35.0,nonjoke,"Now that the Hollywood couple has ironed out the divorce settlement, they can finally go ahead with their careers.",1,0.6001029014587402,174.01383113861084,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,176.0000,8.0,60.0,joke,Another thing a small boy is constantly outgrowing is his allowance.,2,0.6499478816986084,182.01481509208682,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,184.0000,8.0,2.0,joke,"She went on a fourteen day diet, but she only lost two weeks.",2,0.6333608627319336,190.01584911346438,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,194.0000,8.0,7.0,nonjoke,A replacement player hit a home run with my ball.,1,0.5499401092529297,200.01711106300357,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,202.0000,8.0,26.0,joke,"To clothe one soldier, it takes the wool from two sheep and the hides from three taxpayers.",3,0.7001078128814697,208.0013701915741,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,214.0000,8.0,109.0,nonjoke,Many a freshman helps the college of his choice by becoming a member.,1,0.7167778015136719,220.00287318229675,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,222.0000,8.0,150.0,joke,One way to keep pornography away from teenagers is to put it in a textbook.,2,0.5167489051818848,228.00388717651367,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,234.0000,8.0,18.0,joke,"When we watch a sexy movie, my wife leans over and breathes on my glasses.",1,0.7501089572906494,240.00540614128116,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,244.0000,8.0,131.0,nonjoke,"Statistics indicate that Americans spend eighty million a year on games of chance, mostly blackjack.",1,0.716789960861206,250.0066511631012,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,258.0000,8.0,59.0,nonjoke,"Women don't dress to please men; if they did, they'd dress a lot scantier.",1,0.8332240581512451,264.00844311714167,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,268.0000,8.0,69.0,nonjoke,"When an irresistible force meets an immovable object, you get two very angry entities.",2,0.7166070938110352,274.0263431072235,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,276.0000,8.0,73.0,nonjoke,One thing that makes the world go round is greed.,2,0.7500550746917725,282.01066803932184,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,306.0000,8.0,41.0,nonjoke,His doctor recommended he stay flat on his back ever since he was hit by a motorist.,1,0.48341798782348633,312.0143821239472,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,314.0000,8.0,51.0,nonjoke,I went to a place that serves breakfast any time and ordered French toast in the nighttime.,1,0.9001359939575195,320.01538705825806,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,322.0000,8.0,56.0,joke,"When you own an ice cream business, your favorite flavor is aspirin.",3,0.633432149887085,328.0163960456848,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,332.0000,8.0,99.0,nonjoke,"He's never given a girl a present, but he did give a few a pretty good surprise.",1,0.5000967979431152,338.00097918510437,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,350.0000,8.0,61.0,nonjoke,"For great vacation, put the kids in the back seat, and take a freeway.",1,0.6000227928161621,356.0032432079315,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,364.0000,8.0,98.0,joke,"Nature has three ways of thinning the herd: drought, famine, and primaries.",2,0.600092887878418,370.00493812561035,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,372.0000,8.0,107.0,nonjoke,The difference between a good speaker and a bad one is often a nice diction.,1,0.5167529582977295,378.00594115257263,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,386.0000,8.0,43.0,nonjoke,"I asked him if he started out as an editor, and he said that years ago he used to be a journalist.",1,0.4668161869049072,392.0076429843903,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,398.0000,8.0,154.0,joke,"This new computer works so quickly, it comes complete with ulcers.",2,0.7167630195617676,404.0092360973358,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,410.0000,8.0,149.0,nonjoke,"She asked what state he was born in, and he said in the East.",1,0.9000799655914307,416.01072216033936,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,422.0000,8.0,96.0,joke,"When the kid came into the store and asked for empty boxes, the owner gave him the register.",3,1.033431053161621,428.0122330188751,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,434.0000,8.0,101.0,nonjoke,"I got a car for my wife, and I thought it was a good choice.",1,0.6834418773651123,440.01366710662836,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,442.0000,8.0,58.0,joke,The woman who has her husband eating out of her hand must save a lot of dishwashing.,2,0.7834529876708984,448.0146729946137,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,450.0000,8.0,66.0,joke,One good way to invest in the country is to buy a senator.,2,0.8167970180511475,456.01568007469183,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,460.0000,8.0,44.0,joke,The only place where you can find people who spend all their time minding their own business is the cemetery.,2,0.650097131729126,466.00027704238886,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,468.0000,8.0,89.0,nonjoke,"Some babies are born to rule, while others are weak.",1,0.5834479331970215,474.00127816200256,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,478.0000,8.0,120.0,joke,Two things are essential for success: wealth and money.,1,1.0500991344451904,484.0025360584259,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,508.0000,8.0,70.0,joke,The best gift for the man who has everything is penicillin.,2,0.6499969959259033,514.0062391757965,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,516.0000,8.0,42.0,joke,The best way to keep the milk from turning sour is to keep it in the cow.,2,0.40012407302856445,522.0071930885315,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,526.0000,8.0,28.0,joke,Her press agent was operated on for an ingrown beeper.,2,1.0501759052276611,532.0084981918335,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,534.0000,8.0,62.0,joke,"I can walk on water, but I stagger on alcohol.",2,1.0001718997955322,540.0095071792604,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,544.0000,8.0,122.0,joke,"If you're filthy rich, sending your kids to college is a wonderful cleaner.",3,0.500108003616333,550.0107631683351,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run2_data.csv,2.0,2.0,562.0000,8.0,22.0,joke,Our son brought home a note from school saying they need a written excuse for his presence.,4,0.9167280197143555,568.0130400657654,3.0,3.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run3_data.csv,2.0,3.0,0.0000,8.0,81.0,nonjoke,Another thing that has developed by leaps and bounds is modern science.,1,0.6000301837921143,6.009493827819824,4.0,4.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run3_data.csv,2.0,3.0,10.0000,8.0,102.0,joke,We live in a lovely suburb; it's just two miles beyond our income.,2,0.5834360122680664,16.01067280769348,4.0,4.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run3_data.csv,2.0,3.0,20.0000,8.0,137.0,nonjoke,A man who has lost ninety percent of his brain is called a zombie.,1,0.5834248065948486,26.01194000244141,4.0,4.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run3_data.csv,2.0,3.0,30.0000,8.0,14.0,joke,He got a medal for bravery on the beach when he rescued a girl from a lifeguard.,2,1.1501798629760742,36.013191938400276,4.0,4.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run3_data.csv,2.0,3.0,40.0000,8.0,142.0,joke,She's happy because she finally has a boyfriend who gets along with her fianc_.,3,1.5669920444488525,46.03097796440125,4.0,4.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run3_data.csv,2.0,3.0,48.0000,8.0,75.0,nonjoke,"When reviewing your notes for a test, the most important ones will be capitalized.",2,1.333479881286621,54.015455961227424,4.0,4.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run3_data.csv,2.0,3.0,56.0000,8.0,52.0,joke,My wife did natural childbirth: no makeup.,2,0.4333970546722412,62.01646590232849,4.0,4.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run3_data.csv,2.0,3.0,66.0000,8.0,152.0,joke,"Many things run in families, especially noses.",1,0.4833660125732422,72.00105500221251,4.0,4.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run3_data.csv,2.0,3.0,74.0000,8.0,146.0,joke,"Love has its benefits, and they are usually called alimony.",2,0.6833670139312744,80.00205397605895,4.0,4.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run3_data.csv,2.0,3.0,82.0000,8.0,11.0,nonjoke,"He owns stock in a company that pays quarterly dividends, so every three months they send him a statement.",1,1.0168359279632568,88.0029878616333,4.0,4.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run3_data.csv,2.0,3.0,90.0000,8.0,90.0,joke,A vacation is the shortest distance between two paychecks.,2,1.0668418407440186,96.00399899482728,4.0,4.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run3_data.csv,2.0,3.0,100.0000,8.0,20.0,joke,"He told me he just bought a set of balloon tires, and I told him I didn't even know he owned a balloon.",1,1.5668449401855469,106.00526094436646,4.0,4.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run3_data.csv,2.0,3.0,108.0000,8.0,32.0,joke,"Though most people think it's Rome, the world's most beloved capital is actually dollars.",2,0.8334760665893555,114.00626182556152,4.0,4.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run3_data.csv,2.0,3.0,120.0000,8.0,49.0,nonjoke,One person who sure makes a long story short is my aunt.,1,0.4334080219268799,126.00778794288635,4.0,4.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run3_data.csv,2.0,3.0,128.0000,8.0,34.0,joke,"He asked if I'd join him in a bowl of soup, but I told him we didn't have enough room.",2,1.0334320068359375,134.0087788105011,4.0,4.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run3_data.csv,2.0,3.0,138.0000,8.0,1.0,nonjoke,"When I asked how long he should cook the noodles, I said at least ten seconds.",1,0.5333430767059326,144.0100378990173,4.0,4.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run3_data.csv,2.0,3.0,152.0000,8.0,19.0,nonjoke,"I decided to start saving for a rainy day, so I went to a savings and loan and deposited my pay.",2,1.0834381580352783,158.0117988586426,4.0,4.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run3_data.csv,2.0,3.0,164.0000,8.0,77.0,nonjoke,He is at the age when all the numbers in his little black book belong to friends.,1,0.8000528812408447,170.01323890686038,4.0,4.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run3_data.csv,2.0,3.0,180.0000,8.0,111.0,nonjoke,"Some husbands are good providers, but only if you count salary.",2,1.4168858528137207,186.01525592803955,4.0,4.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run3_data.csv,2.0,3.0,190.0000,8.0,119.0,nonjoke,"He told me he's not broke, just badly off.",1,1.2168729305267334,196.0165069103241,4.0,4.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run3_data.csv,2.0,3.0,204.0000,8.0,82.0,joke,"When it comes to keeping warm, nothing beats a thermal brunette.",2,1.000162124633789,210.0016038417816,4.0,4.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run3_data.csv,2.0,3.0,218.0000,8.0,53.0,nonjoke,"By the time Mary had her fourteenth child, she'd run out of names to call her offspring.",1,1.03342604637146,224.0033597946167,4.0,4.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run3_data.csv,2.0,3.0,226.0000,8.0,13.0,nonjoke,A device for finding furniture in the dark is a candle.,1,0.45006299018859863,232.00438499450684,4.0,4.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run3_data.csv,2.0,3.0,234.0000,8.0,40.0,joke,No patient should leave the hospital until he's strong enough to face the cashier.,2,0.6833570003509521,240.00537586212158,4.0,4.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run3_data.csv,2.0,3.0,242.0000,8.0,25.0,nonjoke,The only thing money can't buy is generosity.,1,1.1167809963226318,248.00637984275815,4.0,4.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run3_data.csv,2.0,3.0,252.0000,8.0,57.0,nonjoke,"Congress taxes our income, our property, and our purchases.",1,0.7167990207672119,258.00755882263184,4.0,4.0,True,True
290_FED_20170426a_3T2,Outputs_used/FED_20170426a_3T2_run3_data.csv,2.0,3.0,260.0000,8.0,129.0,nonjoke,The perfect companion to a vegetarian dinner is a salad.,1,0.4334120750427246,266.0085678100586,4.0,4.0,True,True
